,book_id,5 star,4 star,3 star,2 star,1 star,total_review_count,ratings_count
48581,36383830-lauren-s-barbarian,4510,4122,2431,436,203,828,11702
48611,57046954-barbarian-s-bride,1944,1672,1023,173,43,431,4855
48641,20558569-legacy,128,95,48,29,28,148,328
48671,33898320-trickery,17531,10520,4874,1547,1115,2544,35587
48701,17402117-branded,2889,2348,1558,771,471,1364,8037
48731,34490323-barbarian-s-lady,4104,4352,2642,413,56,777,11567
48761,34184104-barbarian-s-redemption,5024,4601,2327,370,95,910,12417
48791,56530123-glint,29252,28636,10184,1516,313,5331,69901
48821,18260742-until-you,24434,16901,7408,1664,593,3359,51000
48851,57214537-gleam,38053,19695,5600,1019,291,5751,64658
48881,18589656-the-last-hour-of-gann,3547,1783,858,420,422,1298,7030
48911,15851511-shadows,2731,3062,1537,431,212,879,7973
48941,62956745-secrets-ii,19,2,9,3,1,11,34
48952,50841330-bound-to-the-battle-god,5263,3407,1468,372,188,1599,10698
48982,42193506-willa-s-beast,3041,2845,2013,639,228,751,8766
49012,44446172-barbarian-s-seduction,2489,2281,1415,296,32,511,6513
49042,43807935-when-she-returned,18854,17870,8943,2060,793,2703,48520
49072,13597723-the-naturals,19308,15829,6715,1338,454,5246,43644
49102,38460281-barbarian-s-beloved,2609,2753,1778,354,52,573,7546
49132,35554313-barbarian-s-tease,3398,3600,2515,523,74,671,10110
49162,35423630-barbarian-s-rescue,3813,4058,2432,348,44,706,10695
49192,33357241-barbarian-s-choice,4935,4447,2490,411,64,940,12347
49222,36209818-the-corsair-s-captive,2346,2529,1834,368,67,550,7144
49252,63930102-little-red-riding-hood,23,12,13,12,4,17,64
49269,8573642-incarnate,6421,6979,5399,2016,973,2613,21788
49299,58487923-the-fairy-end,47,17,12,3,0,8,79
49307,56580254-the-price-we-pay,1504,576,188,48,24,259,2340
49337,19395125-the-vanishing-girl,2074,2011,1306,440,218,519,6049
49367,53225398-barbarian-s-treasure,1689,1810,1391,298,55,395,5243
49397,26047438-fire-falling,12843,11445,4729,1042,293,2515,30352
49427,17018782-existence,23361,19022,12291,4403,2267,3665,61344
49457,40202603-veronica-s-dragon,4128,3405,1653,344,81,689,9611
49487,62914379-secrets,22,5,12,1,0,12,40
49499,15994590-flat-out-love,21886,21124,11004,3320,1528,5479,58862
49529,51043761-hadley-grace,9259,8474,3900,919,442,1630,22994
49559,28870482-the-haunting-of-blackwood-house,2416,2864,2041,564,130,980,8015
49589,30646488-the-haunting-of-ashburn-house,6283,7585,4397,1058,293,2621,19616
49619,59729528-shattered-princess,355,157,134,63,34,128,743
49649,39868949-enticed-by-the-corsair,1910,1805,1137,192,32,405,5076
49679,13085374-infinite,1903,1550,1000,250,83,563,4786
49709,29483403-water-s-wrath,8610,8281,3767,813,217,1575,21688
49739,36566205-fight-and-flight,1594,2511,2461,760,144,466,7470
49769,23249416-an-unwelcome-quest,5161,6985,3766,619,83,831,16614
49799,63252658-angel-devil,13,3,2,1,0,11,19
49810,51385818-magical-midlife-madness,14261,8055,3561,1071,834,2719,27782
49840,21483760-spell-or-high-water,7038,9827,4561,640,143,1050,22209
49870,29008738-the-bird-and-the-sword,17460,12907,5465,1493,470,4673,37795
49900,61455096-thrall,26,13,4,8,2,22,53
49922,42632797-gail-s-family,2230,1742,1250,249,48,413,5519
49952,48659276-callie-s-catastrophe,1980,1924,1341,322,99,492,5666
49982,39709060-pretty-reckless,27089,19567,9772,3043,1732,5878,61203
50012,61468630-in-the-shadow-of-humanity,21,11,8,3,2,24,45
50036,60221976-witches-be-trippin,24,5,3,0,0,14,32
50050,55929774-these-tangled-vines,29390,21260,7924,1545,610,2661,60729
50080,49480530-famine,11895,9094,3996,906,257,2852,26148
50110,61435040-loki-s-price,14,5,2,1,0,10,22
50120,26760091-earth-s-end,10032,8990,3934,967,248,1990,24171
50150,62361277-the-grey-wolf,23,0,0,2,0,13,25
50163,7261699-eon,21376,21889,11739,3502,1758,4405,60264
50193,45418848-devi-s-distraction,3462,2364,894,104,15,628,6839
50223,11882171-touch,4665,4728,3488,1203,580,1069,14664
50253,43159032-a-fire-sparkling,18495,10171,2995,552,280,2423,32493
50283,63129548-promises,11,2,1,0,0,10,14
50293,55285911-a-deal-with-the-elf-king,18950,26470,20132,5819,1815,9205,73186
50323,55207051-reel,3492,1665,486,78,21,1368,5742
50353,11387515-wonder,575485,290314,106793,24290,11438,73418,1008320
50383,11594337-the-one-and-only-ivan,90441,52027,20711,5584,3882,17333,172645
50413,12432220-the-false-prince,42279,30642,12301,2923,1419,10740,89564
50443,12842828-keeper-of-the-lost-cities,38522,16628,5910,1406,837,7042,63303
50473,12127750-the-mark-of-athena,335236,149302,48027,8581,5241,21619,546387
50503,12969560-the-hero-s-guide-to-saving-your-kingdom,4748,3992,2043,535,295,1630,11613
50533,12926804-one-for-the-murphys,16164,9430,3573,803,333,3162,30303
50563,12081467-chomp,6778,8438,4786,858,280,2497,21140
50593,13436373-drama,67768,36329,20624,5526,3034,7110,133281
50623,10194224-storybound,1818,1654,1265,406,150,534,5293
50653,11527309-may-b,1691,2226,1490,373,151,989,5931
50683,13262061-liar-spy,7123,9836,6573,1656,714,2655,25902
50713,11699349-the-lions-of-little-rock,9523,6651,2357,550,355,2252,19436
50743,12355856-chained,557,388,175,39,27,197,1186
50773,12384984-see-you-at-harry-s,5940,4307,2190,580,307,1788,13324
50803,11288619-the-mighty-miss-malone,6635,5299,2430,576,369,1434,15309
50833,12893742-the-serpent-s-shadow,74221,50682,21461,3486,887,6348,150737
50863,11737313-three-times-lucky,9356,8641,4539,1165,612,2941,24313
50893,12924291-jake-and-lily,1987,1815,1283,270,103,624,5458
50923,13406329-island-of-silence,8114,5218,2094,359,107,927,15892
50953,10893214-the-cavendish-home-for-boys-and-girls,1410,1645,1124,307,119,822,4605
50983,11594289-winterling,1737,1460,1093,243,98,444,4631
51013,11750648-spy-school,13465,7821,4246,1668,1245,1678,28445
51043,13425130-conjure,170,160,109,26,27,115,492
51073,12154335-above-world,758,623,420,121,41,260,1963
51103,16152365-the-legend-of-ghost-dog-island,55,10,5,0,1,19,71
51122,13455553-the-peculiar,1007,1583,1377,461,139,752,4567
51152,11359684-seeing-cinderella,666,442,256,78,12,210,1454
51182,11254850-seeds-of-rebellion,14792,9766,3921,737,337,1439,29553
51212,13438522-freakling,554,679,509,123,33,320,1898
51242,13414963-mr-terupt-falls-again,5307,3081,1364,253,91,798,10096
51272,9975313-the-humming-room,1574,1420,1131,336,193,590,4654
51302,11671686-neversink,145,130,98,37,20,89,430
51332,11594286-the-cabinet-of-earths,444,394,381,145,47,169,1411
51362,11354687-small-medium-at-large,344,340,232,76,32,219,1024
51392,13324841-son,32495,37223,20128,4851,1230,9485,95927
51422,13547802-fairest-of-all,4363,2993,2209,581,209,911,10355
51452,12452420-the-sinister-sweetness-of-splendid-academy,828,606,368,158,55,241,2015
51482,11512688-the-dead-of-night,8864,5072,3574,673,304,307,18487
51512,16147721-graveyard-scavenger-hunt,46,13,8,1,2,20,70
51532,12038857-the-mapmaker-and-the-ghost,180,84,84,32,15,49,395
51562,13316287-a-mutiny-in-time,1975,2007,1972,587,191,742,6732
51592,12975886-capture-the-flag,1232,1410,995,276,107,522,4020
51622,11982396-glory-be,1736,1854,1243,330,125,550,5288
51652,12926132-palace-of-stone,7854,9591,5553,912,171,2546,24081
51682,7824314-renegade-magic,731,660,367,48,27,190,1833
51712,13549375-the-cloak-society,1421,1083,537,119,51,197,3211
51742,11594414-the-book-of-wonders,468,370,290,72,25,135,1225
51772,13438677-the-spindlers,755,1034,1117,377,113,637,3396
51802,12924042-sway,283,286,222,53,18,181,862
51832,13003565-the-invaders,11935,7153,2429,316,94,677,21927
51862,12860772-summer-of-the-gypsy-moths,1676,1603,1019,300,144,546,4742
51892,13623948-the-great-unexpected,1360,1597,1414,432,124,665,4927
51922,10788983-same-sun-here,1046,1172,593,154,91,487,3056
51952,11607446-the-wishing-spell,69037,36022,17356,4854,2972,10643,130241
51982,12959086-the-demigod-diaries,23780,18455,11027,1729,331,2288,55322
52012,11595220-cold-cereal,498,703,557,174,83,378,2015
52042,11286074-remarkable,906,780,618,165,52,336,2521
52072,12814612-the-storm-makers,147,199,198,41,16,87,601
52102,12849217-kepler-s-dream,154,226,165,43,22,99,610
52132,12925395-the-spy-princess,230,281,266,73,22,127,872
